Date,Attendance,Team,City,League,Both Leagues
9/14/2019,12874,Chicago Fire,Chicago,MLS,Yes
9/29/2019,17748,Chicago Fire,Chicago,MLS,Yes
3/5/2022,25477,Chicago Fire,Chicago,MLS,Yes
3/19/2022,9352,Chicago Fire,Chicago,MLS,Yes
4/2/2022,11411,Chicago Fire,Chicago,MLS,Yes
4/16/2022,30282,Chicago Fire,Chicago,MLS,Yes
4/30/2022,11108,Chicago Fire,Chicago,MLS,Yes
5/14/2022,14049,Chicago Fire,Chicago,MLS,Yes
6/18/2022,17650,Chicago Fire,Chicago,MLS,Yes
6/29/2022,10384,Chicago Fire,Chicago,MLS,Yes
7/9/2022,15157,Chicago Fire,Chicago,MLS,Yes
7/13/2022,10450,Chicago Fire,Chicago,MLS,Yes
7/16/2022,13601,Chicago Fire,Chicago,MLS,Yes
7/30/2022,23951,Chicago Fire,Chicago,MLS,Yes
8/21/2022,11720,Chicago Fire,Chicago,MLS,Yes
8/27/2022,13907,Chicago Fire,Chicago,MLS,Yes
9/10/2022,15104,Chicago Fire,Chicago,MLS,Yes
9/17/2022,21450,Chicago Fire,Chicago,MLS,Yes
10/9/2022,14357,Chicago Fire,Chicago,MLS,Yes
3/4/2023,19671,Chicago Fire,Chicago,MLS,Yes
3/18/2023,7815,Chicago Fire,Chicago,MLS,Yes
4/1/2023,8621,Chicago Fire,Chicago,MLS,Yes
4/8/2023,12218,Chicago Fire,Chicago,MLS,Yes
4/15/2023,12811,Chicago Fire,Chicago,MLS,Yes
4/29/2023,11432,Chicago Fire,Chicago,MLS,Yes
5/13/2023,18231,Chicago Fire,Chicago,MLS,Yes
5/20/2023,18343,Chicago Fire,Chicago,MLS,Yes
7/8/2023,22348,Chicago Fire,Chicago,MLS,Yes
7/12/2023,12496,Chicago Fire,Chicago,MLS,Yes
7/15/2023,18246,Chicago Fire,Chicago,MLS,Yes
8/20/2023,18103,Chicago Fire,Chicago,MLS,Yes
8/30/2023,9187,Chicago Fire,Chicago,MLS,Yes
9/23/2023,20129,Chicago Fire,Chicago,MLS,Yes
10/4/2023,62124,Chicago Fire,Chicago,MLS,Yes
10/7/2023,18308,Chicago Fire,Chicago,MLS,Yes
3/2/2024,26582,Chicago Fire,Chicago,MLS,Yes
3/16/2024,14874,Chicago Fire,Chicago,MLS,Yes
4/6/2024,18844,Chicago Fire,Chicago,MLS,Yes
4/20/2024,14247,Chicago Fire,Chicago,MLS,Yes
4/27/2024,18236,Chicago Fire,Chicago,MLS,Yes
5/4/2024,18379,Chicago Fire,Chicago,MLS,Yes
5/15/2024,12806,Chicago Fire,Chicago,MLS,Yes
5/18/2024,23319,Chicago Fire,Chicago,MLS,Yes
5/29/2024,11372,Chicago Fire,Chicago,MLS,Yes
6/1/2024,25237,Chicago Fire,Chicago,MLS,Yes
4/14/2013,1255,Chicago Red Stars,Chicago,NWSL,Yes
4/27/2013,2855,Chicago Red Stars,Chicago,NWSL,Yes
5/12/2013,1329,Chicago Red Stars,Chicago,NWSL,Yes
6/9/2013,1129,Chicago Red Stars,Chicago,NWSL,Yes
6/13/2013,1141,Chicago Red Stars,Chicago,NWSL,Yes
6/19/2013,790,Chicago Red Stars,Chicago,NWSL,Yes
7/4/2013,2064,Chicago Red Stars,Chicago,NWSL,Yes
7/14/2013,1549,Chicago Red Stars,Chicago,NWSL,Yes
7/20/2013,1241,Chicago Red Stars,Chicago,NWSL,Yes
8/3/2013,3400,Chicago Red Stars,Chicago,NWSL,Yes
8/10/2013,2064,Chicago Red Stars,Chicago,NWSL,Yes
4/19/2014,15743,Chicago Red Stars,Chicago,NWSL,Yes
4/26/2014,1822,Chicago Red Stars,Chicago,NWSL,Yes
5/11/2014,1039,Chicago Red Stars,Chicago,NWSL,Yes
6/4/2014,1450,Chicago Red Stars,Chicago,NWSL,Yes
6/15/2014,1211,Chicago Red Stars,Chicago,NWSL,Yes
7/9/2014,2101,Chicago Red Stars,Chicago,NWSL,Yes
7/12/2014,3032,Chicago Red Stars,Chicago,NWSL,Yes
7/17/2014,2014,Chicago Red Stars,Chicago,NWSL,Yes
7/26/2014,1494,Chicago Red Stars,Chicago,NWSL,Yes
8/9/2014,,Chicago Red Stars,Chicago,NWSL,Yes
8/13/2014,,Chicago Red Stars,Chicago,NWSL,Yes
8/16/2014,,Chicago Red Stars,Chicago,NWSL,Yes
4/18/2015,2368,Chicago Red Stars,Chicago,NWSL,Yes
4/25/2015,2136,Chicago Red Stars,Chicago,NWSL,Yes
5/2/2015,1402,Chicago Red Stars,Chicago,NWSL,Yes
5/9/2015,16017,Chicago Red Stars,Chicago,NWSL,Yes
6/20/2015,,Chicago Red Stars,Chicago,NWSL,Yes
7/18/2015,3560,Chicago Red Stars,Chicago,NWSL,Yes
8/1/2015,3477,Chicago Red Stars,Chicago,NWSL,Yes
8/12/2015,,Chicago Red Stars,Chicago,NWSL,Yes
8/16/2015,,Chicago Red Stars,Chicago,NWSL,Yes
8/23/2015,,Chicago Red Stars,Chicago,NWSL,Yes
9/6/2015,5623,Chicago Red Stars,Chicago,NWSL,Yes
4/23/2016,2529,Chicago Red Stars,Chicago,NWSL,Yes
5/1/2016,4024,Chicago Red Stars,Chicago,NWSL,Yes
5/29/2016,2502,Chicago Red Stars,Chicago,NWSL,Yes
6/12/2016,3131,Chicago Red Stars,Chicago,NWSL,Yes
6/18/2016,2553,Chicago Red Stars,Chicago,NWSL,Yes
7/23/2016,3621,Chicago Red Stars,Chicago,NWSL,Yes
7/30/2016,2550,Chicago Red Stars,Chicago,NWSL,Yes
9/4/2016,3355,Chicago Red Stars,Chicago,NWSL,Yes
9/7/2016,2068,Chicago Red Stars,Chicago,NWSL,Yes
9/24/2016,3712,Chicago Red Stars,Chicago,NWSL,Yes
4/22/2017,2153,Chicago Red Stars,Chicago,NWSL,Yes
5/6/2017,2114,Chicago Red Stars,Chicago,NWSL,Yes
5/14/2017,1827,Chicago Red Stars,Chicago,NWSL,Yes
5/27/2017,2618,Chicago Red Stars,Chicago,NWSL,Yes
6/4/2017,3147,Chicago Red Stars,Chicago,NWSL,Yes
6/17/2017,3189,Chicago Red Stars,Chicago,NWSL,Yes
6/25/2017,3720,Chicago Red Stars,Chicago,NWSL,Yes
7/22/2017,4742,Chicago Red Stars,Chicago,NWSL,Yes
8/12/2017,4934,Chicago Red Stars,Chicago,NWSL,Yes
8/16/2017,2876,Chicago Red Stars,Chicago,NWSL,Yes
9/3/2017,3745,Chicago Red Stars,Chicago,NWSL,Yes
3/31/2018,13678,Chicago Red Stars,Chicago,NWSL,Yes
4/18/2018,2327,Chicago Red Stars,Chicago,NWSL,Yes
4/21/2018,2413,Chicago Red Stars,Chicago,NWSL,Yes
5/2/2018,2027,Chicago Red Stars,Chicago,NWSL,Yes
5/12/2018,2372,Chicago Red Stars,Chicago,NWSL,Yes
5/26/2018,5047,Chicago Red Stars,Chicago,NWSL,Yes
6/16/2018,4093,Chicago Red Stars,Chicago,NWSL,Yes
6/23/2018,3317,Chicago Red Stars,Chicago,NWSL,Yes
7/1/2018,2858,Chicago Red Stars,Chicago,NWSL,Yes
7/14/2018,3375,Chicago Red Stars,Chicago,NWSL,Yes
8/10/2018,3567,Chicago Red Stars,Chicago,NWSL,Yes
9/4/2018,2974,Chicago Red Stars,Chicago,NWSL,Yes
4/20/2019,12967,Chicago Red Stars,Chicago,NWSL,Yes
4/27/2019,2804,Chicago Red Stars,Chicago,NWSL,Yes
5/12/2019,2113,Chicago Red Stars,Chicago,NWSL,Yes
5/26/2019,3447,Chicago Red Stars,Chicago,NWSL,Yes
6/23/2019,2023,Chicago Red Stars,Chicago,NWSL,Yes
7/6/2019,2374,Chicago Red Stars,Chicago,NWSL,Yes
7/21/2019,17388,Chicago Red Stars,Chicago,NWSL,Yes
8/21/2019,5454,Chicago Red Stars,Chicago,NWSL,Yes
9/8/2019,3345,Chicago Red Stars,Chicago,NWSL,Yes
9/21/2019,4317,Chicago Red Stars,Chicago,NWSL,Yes
9/28/2019,4839,Chicago Red Stars,Chicago,NWSL,Yes
4/30/2022,3028,Chicago Red Stars,Chicago,NWSL,Yes
5/28/2022,3268,Chicago Red Stars,Chicago,NWSL,Yes
6/4/2022,3002,Chicago Red Stars,Chicago,NWSL,Yes
6/8/2022,2312,Chicago Red Stars,Chicago,NWSL,Yes
6/12/2022,3881,Chicago Red Stars,Chicago,NWSL,Yes
7/10/2022,4098,Chicago Red Stars,Chicago,NWSL,Yes
7/30/2022,23951,Chicago Red Stars,Chicago,NWSL,Yes
8/7/2022,5078,Chicago Red Stars,Chicago,NWSL,Yes
9/14/2022,2135,Chicago Red Stars,Chicago,NWSL,Yes
9/17/2022,5488,Chicago Red Stars,Chicago,NWSL,Yes
10/2/2022,8347,Chicago Red Stars,Chicago,NWSL,Yes
4/1/2023,4065,Chicago Red Stars,Chicago,NWSL,Yes
4/15/2023,2356,Chicago Red Stars,Chicago,NWSL,Yes
4/29/2023,3610,Chicago Red Stars,Chicago,NWSL,Yes
5/7/2023,3692,Chicago Red Stars,Chicago,NWSL,Yes
5/27/2023,5646,Chicago Red Stars,Chicago,NWSL,Yes
6/10/2023,3541,Chicago Red Stars,Chicago,NWSL,Yes
6/18/2023,3655,Chicago Red Stars,Chicago,NWSL,Yes
7/1/2023,5698,Chicago Red Stars,Chicago,NWSL,Yes
9/17/2023,8961,Chicago Red Stars,Chicago,NWSL,Yes
9/30/2023,4104,Chicago Red Stars,Chicago,NWSL,Yes
10/15/2023,8004,Chicago Red Stars,Chicago,NWSL,Yes
3/24/2024,5494,Chicago Red Stars,Chicago,NWSL,Yes
4/13/2024,3168,Chicago Red Stars,Chicago,NWSL,Yes
4/27/2024,4544,Chicago Red Stars,Chicago,NWSL,Yes
5/1/2024,2999,Chicago Red Stars,Chicago,NWSL,Yes
5/12/2024,3104,Chicago Red Stars,Chicago,NWSL,Yes
5/25/2024,3872,Chicago Red Stars,Chicago,NWSL,Yes
6/8/2024,35038,Chicago Red Stars,Chicago,NWSL,Yes
3/10/2013,15122,Colorado Rapids,Denver,MLS,
3/30/2013,11774,Colorado Rapids,Denver,MLS,
4/6/2013,15226,Colorado Rapids,Denver,MLS,
4/20/2013,12063,Colorado Rapids,Denver,MLS,
5/4/2013,12658,Colorado Rapids,Denver,MLS,
5/25/2013,18204,Colorado Rapids,Denver,MLS,
6/1/2013,17551,Colorado Rapids,Denver,MLS,
6/15/2013,15017,Colorado Rapids,Denver,MLS,
7/4/2013,18359,Colorado Rapids,Denver,MLS,
7/7/2013,14739,Colorado Rapids,Denver,MLS,
7/17/2013,13833,Colorado Rapids,Denver,MLS,
7/27/2013,15765,Colorado Rapids,Denver,MLS,
8/3/2013,16814,Colorado Rapids,Denver,MLS,
8/17/2013,16030,Colorado Rapids,Denver,MLS,
9/14/2013,13145,Colorado Rapids,Denver,MLS,
10/5/2013,18076,Colorado Rapids,Denver,MLS,
10/19/2013,18103,Colorado Rapids,Denver,MLS,
3/22/2014,15135,Colorado Rapids,Denver,MLS,
3/29/2014,12203,Colorado Rapids,Denver,MLS,
4/19/2014,12306,Colorado Rapids,Denver,MLS,
5/3/2014,14040,Colorado Rapids,Denver,MLS,
5/11/2014,10086,Colorado Rapids,Denver,MLS,
5/24/2014,17616,Colorado Rapids,Denver,MLS,
6/1/2014,17470,Colorado Rapids,Denver,MLS,
6/4/2014,13402,Colorado Rapids,Denver,MLS,
6/28/2014,14798,Colorado Rapids,Denver,MLS,
7/4/2014,18432,Colorado Rapids,Denver,MLS,
7/25/2014,14652,Colorado Rapids,Denver,MLS,
8/2/2014,17554,Colorado Rapids,Denver,MLS,
8/20/2014,14011,Colorado Rapids,Denver,MLS,
9/13/2014,15984,Colorado Rapids,Denver,MLS,
9/27/2014,15634,Colorado Rapids,Denver,MLS,
10/5/2014,17609,Colorado Rapids,Denver,MLS,
10/18/2014,15274,Colorado Rapids,Denver,MLS,
3/21/2015,17692,Colorado Rapids,Denver,MLS,
4/4/2015,11450,Colorado Rapids,Denver,MLS,
4/18/2015,13134,Colorado Rapids,Denver,MLS,
4/24/2015,12944,Colorado Rapids,Denver,MLS,
5/8/2015,14169,Colorado Rapids,Denver,MLS,
5/23/2015,17791,Colorado Rapids,Denver,MLS,
5/30/2015,18209,Colorado Rapids,Denver,MLS,
6/19/2015,15585,Colorado Rapids,Denver,MLS,
7/4/2015,18356,Colorado Rapids,Denver,MLS,
7/11/2015,,Colorado Rapids,Denver,MLS,
8/1/2015,18597,Colorado Rapids,Denver,MLS,
8/8/2015,16656,Colorado Rapids,Denver,MLS,
8/26/2015,10439,Colorado Rapids,Denver,MLS,
8/29/2015,16480,Colorado Rapids,Denver,MLS,
9/12/2015,15943,Colorado Rapids,Denver,MLS,
10/4/2015,16048,Colorado Rapids,Denver,MLS,
10/10/2015,17427,Colorado Rapids,Denver,MLS,
3/12/2016,17474,Colorado Rapids,Denver,MLS,
4/2/2016,10772,Colorado Rapids,Denver,MLS,
4/16/2016,10670,Colorado Rapids,Denver,MLS,
4/23/2016,17294,Colorado Rapids,Denver,MLS,
5/7/2016,14638,Colorado Rapids,Denver,MLS,
5/11/2016,12857,Colorado Rapids,Denver,MLS,
5/28/2016,18015,Colorado Rapids,Denver,MLS,
6/18/2016,18103,Colorado Rapids,Denver,MLS,
7/4/2016,18759,Colorado Rapids,Denver,MLS,
7/16/2016,18461,Colorado Rapids,Denver,MLS,
7/23/2016,18178,Colorado Rapids,Denver,MLS,
8/6/2016,17526,Colorado Rapids,Denver,MLS,
8/20/2016,16813,Colorado Rapids,Denver,MLS,
9/17/2016,17645,Colorado Rapids,Denver,MLS,
10/1/2016,17554,Colorado Rapids,Denver,MLS,
10/13/2016,13516,Colorado Rapids,Denver,MLS,
10/23/2016,18446,Colorado Rapids,Denver,MLS,
3/4/2017,16126,Colorado Rapids,Denver,MLS,
3/18/2017,14013,Colorado Rapids,Denver,MLS,
4/15/2017,15087,Colorado Rapids,Denver,MLS,
5/5/2017,13745,Colorado Rapids,Denver,MLS,
5/13/2017,14567,Colorado Rapids,Denver,MLS,
5/27/2017,17648,Colorado Rapids,Denver,MLS,
6/3/2017,17586,Colorado Rapids,Denver,MLS,
6/17/2017,15461,Colorado Rapids,Denver,MLS,
6/21/2017,13496,Colorado Rapids,Denver,MLS,
7/1/2017,13774,Colorado Rapids,Denver,MLS,
7/4/2017,17432,Colorado Rapids,Denver,MLS,
8/5/2017,15625,Colorado Rapids,Denver,MLS,
8/19/2017,16089,Colorado Rapids,Denver,MLS,
9/16/2017,14336,Colorado Rapids,Denver,MLS,
9/30/2017,15791,Colorado Rapids,Denver,MLS,
10/7/2017,16598,Colorado Rapids,Denver,MLS,
10/15/2017,13102,Colorado Rapids,Denver,MLS,
3/24/2018,17424,Colorado Rapids,Denver,MLS,
3/31/2018,10790,Colorado Rapids,Denver,MLS,
4/14/2018,11232,Colorado Rapids,Denver,MLS,
4/29/2018,15702,Colorado Rapids,Denver,MLS,
5/12/2018,15691,Colorado Rapids,Denver,MLS,
5/26/2018,17424,Colorado Rapids,Denver,MLS,
6/1/2018,16746,Colorado Rapids,Denver,MLS,
6/13/2018,16068,Colorado Rapids,Denver,MLS,
6/23/2018,13664,Colorado Rapids,Denver,MLS,
7/4/2018,16374,Colorado Rapids,Denver,MLS,
7/14/2018,14327,Colorado Rapids,Denver,MLS,
8/4/2018,17837,Colorado Rapids,Denver,MLS,
8/11/2018,15383,Colorado Rapids,Denver,MLS,
8/25/2018,16669,Colorado Rapids,Denver,MLS,
9/15/2018,14788,Colorado Rapids,Denver,MLS,
10/6/2018,15369,Colorado Rapids,Denver,MLS,
10/28/2018,15172,Colorado Rapids,Denver,MLS,
3/2/2019,12717,Colorado Rapids,Denver,MLS,
3/17/2019,11037,Colorado Rapids,Denver,MLS,
3/30/2019,11061,Colorado Rapids,Denver,MLS,
4/13/2019,15094,Colorado Rapids,Denver,MLS,
5/3/2019,10794,Colorado Rapids,Denver,MLS,
5/11/2019,15437,Colorado Rapids,Denver,MLS,
5/25/2019,16843,Colorado Rapids,Denver,MLS,
6/1/2019,16998,Colorado Rapids,Denver,MLS,
6/8/2019,14160,Colorado Rapids,Denver,MLS,
6/28/2019,15968,Colorado Rapids,Denver,MLS,
7/4/2019,15584,Colorado Rapids,Denver,MLS,
7/20/2019,15359,Colorado Rapids,Denver,MLS,
8/3/2019,14007,Colorado Rapids,Denver,MLS,
8/10/2019,13870,Colorado Rapids,Denver,MLS,
9/7/2019,16607,Colorado Rapids,Denver,MLS,
9/11/2019,10945,Colorado Rapids,Denver,MLS,
9/29/2019,16352,Colorado Rapids,Denver,MLS,
3/5/2022,"12,538",Colorado Rapids,Denver,MLS,
3/12/2022,"12,387",Colorado Rapids,Denver,MLS,
4/2/2022,"13,380",Colorado Rapids,Denver,MLS,
4/23/2022,"13,160",Colorado Rapids,Denver,MLS,
4/30/2022,"14,038",Colorado Rapids,Denver,MLS,
5/14/2022,"15,022",Colorado Rapids,Denver,MLS,
5/22/2022,"14,923",Colorado Rapids,Denver,MLS,
5/28/2022,"15,465",Colorado Rapids,Denver,MLS,
7/4/2022,"18,084",Colorado Rapids,Denver,MLS,
7/13/2022,"12,538",Colorado Rapids,Denver,MLS,
7/16/2022,"17,975",Colorado Rapids,Denver,MLS,
8/6/2022,"14,738",Colorado Rapids,Denver,MLS,
8/13/2022,"13,254",Colorado Rapids,Denver,MLS,
8/20/2022,"15,380",Colorado Rapids,Denver,MLS,
9/10/2022,"14,036",Colorado Rapids,Denver,MLS,
9/14/2022,"11,938",Colorado Rapids,Denver,MLS,
10/1/2022,"17,193",Colorado Rapids,Denver,MLS,
3/4/2023,"14,954",Colorado Rapids,Denver,MLS,
3/18/2023,"12,538",Colorado Rapids,Denver,MLS,
4/1/2023,"16,298",Colorado Rapids,Denver,MLS,
4/22/2023,"15,045",Colorado Rapids,Denver,MLS,
5/13/2023,"15,006",Colorado Rapids,Denver,MLS,
5/20/2023,"15,327",Colorado Rapids,Denver,MLS,
5/27/2023,"15,438",Colorado Rapids,Denver,MLS,
6/3/2023,"15,038",Colorado Rapids,Denver,MLS,
6/24/2023,"16,082",Colorado Rapids,Denver,MLS,
7/8/2023,"18,171",Colorado Rapids,Denver,MLS,
7/12/2023,"17,426",Colorado Rapids,Denver,MLS,
7/15/2023,"16,138",Colorado Rapids,Denver,MLS,
9/16/2023,"16,411",Colorado Rapids,Denver,MLS,
9/20/2023,"12,548",Colorado Rapids,Denver,MLS,
9/27/2023,"12,064",Colorado Rapids,Denver,MLS,
9/30/2023,"15,931",Colorado Rapids,Denver,MLS,
10/21/2023,"17,538",Colorado Rapids,Denver,MLS,
3/2/2024,"16,223",Colorado Rapids,Denver,MLS,
3/23/2024,"13,432",Colorado Rapids,Denver,MLS,
3/30/2024,"14,368",Colorado Rapids,Denver,MLS,
4/20/2024,"7,492",Colorado Rapids,Denver,MLS,
5/11/2024,"15,557",Colorado Rapids,Denver,MLS,
5/15/2024,"11,190",Colorado Rapids,Denver,MLS,
5/25/2024,"16,201",Colorado Rapids,Denver,MLS,
6/15/2024,"17,433",Colorado Rapids,Denver,MLS,
6/22/2024,"15,583",Colorado Rapids,Denver,MLS,
3/16/2013,16528,Columbus Crew SC,Columbus,MLS,
4/6/2013,10293,Columbus Crew SC,Columbus,MLS,
4/27/2013,14090,Columbus Crew SC,Columbus,MLS,
5/4/2013,12020,Columbus Crew SC,Columbus,MLS,
5/11/2013,11269,Columbus Crew SC,Columbus,MLS,
6/1/2013,11040,Columbus Crew SC,Columbus,MLS,
6/15/2013,18320,Columbus Crew SC,Columbus,MLS,
6/22/2013,19624,Columbus Crew SC,Columbus,MLS,
7/7/2013,15051,Columbus Crew SC,Columbus,MLS,
7/20/2013,19323,Columbus Crew SC,Columbus,MLS,
8/10/2013,19080,Columbus Crew SC,Columbus,MLS,
8/17/2013,16352,Columbus Crew SC,Columbus,MLS,
8/31/2013,20392,Columbus Crew SC,Columbus,MLS,
9/4/2013,14360,Columbus Crew SC,Columbus,MLS,
9/21/2013,19010,Columbus Crew SC,Columbus,MLS,
10/5/2013,19107,Columbus Crew SC,Columbus,MLS,
10/27/2013,17505,Columbus Crew SC,Columbus,MLS,
3/22/2014,17517,Columbus Crew SC,Columbus,MLS,
4/5/2014,12045,Columbus Crew SC,Columbus,MLS,
4/19/2014,11437,Columbus Crew SC,Columbus,MLS,
4/26/2014,18026,Columbus Crew SC,Columbus,MLS,
5/10/2014,14495,Columbus Crew SC,Columbus,MLS,
5/24/2014,15290,Columbus Crew SC,Columbus,MLS,
6/4/2014,11121,Columbus Crew SC,Columbus,MLS,
6/29/2014,20617,Columbus Crew SC,Columbus,MLS,
7/16/2014,13643,Columbus Crew SC,Columbus,MLS,
7/19/2014,21112,Columbus Crew SC,Columbus,MLS,
8/9/2014,17822,Columbus Crew SC,Columbus,MLS,
8/16/2014,20729,Columbus Crew SC,Columbus,MLS,
8/23/2014,17551,Columbus Crew SC,Columbus,MLS,
9/7/2014,17043,Columbus Crew SC,Columbus,MLS,
9/20/2014,21318,Columbus Crew SC,Columbus,MLS,
9/27/2014,20318,Columbus Crew SC,Columbus,MLS,
10/26/2014,16892,Columbus Crew SC,Columbus,MLS,
3/14/2015,15826,Columbus Crew SC,Columbus,MLS,
3/28/2015,10302,Columbus Crew SC,Columbus,MLS,
4/18/2015,15655,Columbus Crew SC,Columbus,MLS,
4/25/2015,15553,Columbus Crew SC,Columbus,MLS,
5/9/2015,16714,Columbus Crew SC,Columbus,MLS,
5/22/2015,13118,Columbus Crew SC,Columbus,MLS,
6/6/2015,12265,Columbus Crew SC,Columbus,MLS,
6/13/2015,21051,Columbus Crew SC,Columbus,MLS,
6/24/2015,11435,Columbus Crew SC,Columbus,MLS,
7/4/2015,14429,Columbus Crew SC,Columbus,MLS,
7/19/2015,15455,Columbus Crew SC,Columbus,MLS,
7/25/2015,21324,Columbus Crew SC,Columbus,MLS,
8/19/2015,15514,Columbus Crew SC,Columbus,MLS,
8/22/2015,20018,Columbus Crew SC,Columbus,MLS,
9/6/2015,20217,Columbus Crew SC,Columbus,MLS,
9/26/2015,22719,Columbus Crew SC,Columbus,MLS,
10/25/2015,19121,Columbus Crew SC,Columbus,MLS,
3/12/2016,17015,Columbus Crew SC,Columbus,MLS,
4/16/2016,16715,Columbus Crew SC,Columbus,MLS,
4/23/2016,17705,Columbus Crew SC,Columbus,MLS,
5/7/2016,14095,Columbus Crew SC,Columbus,MLS,
5/14/2016,15023,Columbus Crew SC,Columbus,MLS,
5/28/2016,14894,Columbus Crew SC,Columbus,MLS,
6/18/2016,14814,Columbus Crew SC,Columbus,MLS,
6/25/2016,20389,Columbus Crew SC,Columbus,MLS,
7/13/2016,13410,Columbus Crew SC,Columbus,MLS,
7/16/2016,20065,Columbus Crew SC,Columbus,MLS,
7/23/2016,20034,Columbus Crew SC,Columbus,MLS,
8/13/2016,18189,Columbus Crew SC,Columbus,MLS,
8/24/2016,13114,Columbus Crew SC,Columbus,MLS,
8/27/2016,20031,Columbus Crew SC,Columbus,MLS,
9/10/2016,15589,Columbus Crew SC,Columbus,MLS,
9/25/2016,20012,Columbus Crew SC,Columbus,MLS,
10/1/2016,20034,Columbus Crew SC,Columbus,MLS,
3/4/2017,15023,Columbus Crew SC,Columbus,MLS,
3/25/2017,11067,Columbus Crew SC,Columbus,MLS,
4/1/2017,12226,Columbus Crew SC,Columbus,MLS,
4/15/2017,12319,Columbus Crew SC,Columbus,MLS,
4/29/2017,17336,Columbus Crew SC,Columbus,MLS,
5/6/2017,13340,Columbus Crew SC,Columbus,MLS,
5/10/2017,10318,Columbus Crew SC,Columbus,MLS,
5/31/2017,12773,Columbus Crew SC,Columbus,MLS,
6/24/2017,16592,Columbus Crew SC,Columbus,MLS,
7/1/2017,20391,Columbus Crew SC,Columbus,MLS,
7/22/2017,17418,Columbus Crew SC,Columbus,MLS,
8/12/2017,18690,Columbus Crew SC,Columbus,MLS,
8/23/2017,12150,Columbus Crew SC,Columbus,MLS,
8/26/2017,18379,Columbus Crew SC,Columbus,MLS,
9/10/2017,17089,Columbus Crew SC,Columbus,MLS,
9/23/2017,20008,Columbus Crew SC,Columbus,MLS,
9/30/2017,17350,Columbus Crew SC,Columbus,MLS,
3/10/2018,11098,Columbus Crew SC,Columbus,MLS,
3/24/2018,8443,Columbus Crew SC,Columbus,MLS,
3/31/2018,8992,Columbus Crew SC,Columbus,MLS,
4/21/2018,11264,Columbus Crew SC,Columbus,MLS,
4/28/2018,11479,Columbus Crew SC,Columbus,MLS,
5/9/2018,7683,Columbus Crew SC,Columbus,MLS,
5/12/2018,11108,Columbus Crew SC,Columbus,MLS,
6/2/2018,12305,Columbus Crew SC,Columbus,MLS,
6/9/2018,11246,Columbus Crew SC,Columbus,MLS,
6/13/2018,10132,Columbus Crew SC,Columbus,MLS,
6/30/2018,16680,Columbus Crew SC,Columbus,MLS,
7/21/2018,14052,Columbus Crew SC,Columbus,MLS,
8/11/2018,15891,Columbus Crew SC,Columbus,MLS,
9/1/2018,11991,Columbus Crew SC,Columbus,MLS,
9/22/2018,19121,Columbus Crew SC,Columbus,MLS,
9/29/2018,12441,Columbus Crew SC,Columbus,MLS,
10/28/2018,17677,Columbus Crew SC,Columbus,MLS,
3/2/2019,17931,Columbus Crew SC,Columbus,MLS,
3/16/2019,9687,Columbus Crew SC,Columbus,MLS,
3/30/2019,10973,Columbus Crew SC,Columbus,MLS,
4/6/2019,10942,Columbus Crew SC,Columbus,MLS,
4/20/2019,11707,Columbus Crew SC,Columbus,MLS,
4/24/2019,10169,Columbus Crew SC,Columbus,MLS,
5/8/2019,13207,Columbus Crew SC,Columbus,MLS,
5/11/2019,18048,Columbus Crew SC,Columbus,MLS,
6/1/2019,13704,Columbus Crew SC,Columbus,MLS,
6/23/2019,14015,Columbus Crew SC,Columbus,MLS,
6/29/2019,17715,Columbus Crew SC,Columbus,MLS,
7/6/2019,14183,Columbus Crew SC,Columbus,MLS,
7/20/2019,15124,Columbus Crew SC,Columbus,MLS,
8/10/2019,20865,Columbus Crew SC,Columbus,MLS,
8/17/2019,17494,Columbus Crew SC,Columbus,MLS,
8/31/2019,16438,Columbus Crew SC,Columbus,MLS,
9/29/2019,20353,Columbus Crew SC,Columbus,MLS,
2/26/2022,"18,939",Columbus Crew SC,Columbus,MLS,
3/12/2022,"16,116",Columbus Crew SC,Columbus,MLS,
4/2/2022,"20,371",Columbus Crew SC,Columbus,MLS,
4/16/2022,"18,030",Columbus Crew SC,Columbus,MLS,
4/30/2022,"19,402",Columbus Crew SC,Columbus,MLS,
5/21/2022,"19,649",Columbus Crew SC,Columbus,MLS,
6/18/2022,"20,446",Columbus Crew SC,Columbus,MLS,
7/3/2022,"20,469",Columbus Crew SC,Columbus,MLS,
7/17/2022,"20,741",Columbus Crew SC,Columbus,MLS,
7/23/2022,"20,383",Columbus Crew SC,Columbus,MLS,
8/3/2022,"19,010",Columbus Crew SC,Columbus,MLS,
8/6/2022,"18,609",Columbus Crew SC,Columbus,MLS,
8/21/2022,"17,461",Columbus Crew SC,Columbus,MLS,
8/31/2022,"18,034",Columbus Crew SC,Columbus,MLS,
9/3/2022,"18,189",Columbus Crew SC,Columbus,MLS,
9/18/2022,"20,421",Columbus Crew SC,Columbus,MLS,
10/1/2022,"20,757",Columbus Crew SC,Columbus,MLS,
3/4/2023,"20,391",Columbus Crew SC,Columbus,MLS,
3/25/2023,"19,249",Columbus Crew SC,Columbus,MLS,
4/1/2023,"19,624",Columbus Crew SC,Columbus,MLS,
4/15/2023,"20,562",Columbus Crew SC,Columbus,MLS,
4/29/2023,"20,410",Columbus Crew SC,Columbus,MLS,
5/13/2023,"20,488",Columbus Crew SC,Columbus,MLS,
5/17/2023,"20,192",Columbus Crew SC,Columbus,MLS,
